initial_alias,name
ENSMUSG00000084474,Gm25783
ENSMUSG00000067220,Cnga1
ENSMUSG00000037653,Kctd8
ENSMUSG00000113216,Gm40841
ENSMUSG00000065811,Gm24695
ENSMUSG00000106837,D630030B08Rik
ENSMUSG00000086585,Gm16126
ENSMUSG00000111396,Gm7333
ENSMUSG00000027186,Elf5
ENSMUSG00000012350,Ehf
ENSMUSG00000020638,Cmpk2
ENSMUSG00000114062,Gm48313
ENSMUSG00000055540,Epha6
ENSMUSG00000082562,Gm11726
ENSMUSG00000118350,Gm36339
ENSMUSG00000091794,Vmn2r18
ENSMUSG00000091972,Tmem207
ENSMUSG00000106764,Gm42529
ENSMUSG00000084271,Gm14846
ENSMUSG00000033213,AA467197
ENSMUSG00002076300,Gm54808
ENSMUSG00000086172,2700068H02Rik
ENSMUSG00000103747,Gm38236
ENSMUSG00000113921,Gm48054
ENSMUSG00000105062,Gm43113
ENSMUSG00000086264,Gm15850
ENSMUSG00000002033,Cd3g
ENSMUSG00000112058,Gm47593
ENSMUSG00000056995,Or4p7
ENSMUSG00000000706,Btn1a1
ENSMUSG00000045802,Hsf3
ENSMUSG00000064620,Gm22303
ENSMUSG00000104348,Gm37691
ENSMUSG00000105430,Gm43301
ENSMUSG00000113994,Gm47375
ENSMUSG00000116756,Gm49770
ENSMUSG00000087022,9130024F11Rik
ENSMUSG00000091393,5330438I03Rik
ENSMUSG00000001095,Slc13a2
ENSMUSG00000103094,Gm37558
ENSMUSG00000046743,Fat4
ENSMUSG00000083106,Gm15309
ENSMUSG00000083693,Gm11971
ENSMUSG00000083630,Gm15602
ENSMUSG00000055541,Lair1
ENSMUSG00000073535,Gm5532
ENSMUSG00000118151,Gm5690
ENSMUSG00000089647,Gm2245
ENSMUSG00000082139,Gm16463
ENSMUSG00000044293,Or6c88
ENSMUSG00000109009,Gm44929
ENSMUSG00000118698,Gm25890
ENSMUSG00000119030,Rnu1b2
ENSMUSG00000091558,Gm17227
ENSMUSG00000020181,Nav3
ENSMUSG00000107491,Gm17893
ENSMUSG00000116319,Gm49429
ENSMUSG00000103596,Gm37354
ENSMUSG00000028031,Dkk2
ENSMUSG00000107793,4933406L23Rik
ENSMUSG00000108251,Gm44112
ENSMUSG00000062132,Arhgap33os
ENSMUSG00000021685,Otp
ENSMUSG00000117736,Gm50386
ENSMUSG00000079055,Slc8a3
ENSMUSG00000081882,Gm14294
ENSMUSG00000050377,Il31ra
ENSMUSG00000047992,Dipk1c
ENSMUSG00000035395,Dcaf8l
ENSMUSG00000030125,Lrrc23
ENSMUSG00000107764,Gm5318
ENSMUSG00000027978,Prss12
ENSMUSG00000110343,Gm45751
ENSMUSG00000078190,Dnm3os
ENSMUSG00000083823,Amd-ps1
ENSMUSG00000118263,Gm42064
ENSMUSG00000109589,Gm45267
ENSMUSG00000114513,Gm47780
ENSMUSG00000108067,Gm43953
ENSMUSG00000044629,Cnrip1
ENSMUSG00000102485,Gm37922
ENSMUSG00000037106,Fer1l6
ENSMUSG00000104180,Gm37970
ENSMUSG00000068606,Gm4841
ENSMUSG00000051048,P4ha3
ENSMUSG00000088735,Gm23897
ENSMUSG00000061815,Rufy4
ENSMUSG00000110087,Gm45309
ENSMUSG00000097927,Gm6999
ENSMUSG00000109140,Gm45089
ENSMUSG00000105797,Gm5149
ENSMUSG00000030834,Abcc6
ENSMUSG00000108460,Gm39041
ENSMUSG00000057777,Mab21l2
ENSMUSG00000107918,Gm8999
ENSMUSG00000013353,4931406B18Rik
ENSMUSG00000118670,Muc19
ENSMUSG00000018387,Shroom1
ENSMUSG00000014776,Nol3
ENSMUSG00000073931,Or52d1
ENSMUSG00000115099,1700087I21Rik
ENSMUSG00000115732,Gm9302
ENSMUSG00000113003,Gm47138
ENSMUSG00000116123,Gm49451
ENSMUSG00000104186,Gm37819
ENSMUSG00000115236,Vmn1r11
ENSMUSG00000051727,Kctd14
ENSMUSG00000116353,Gm49469
ENSMUSG00000084246,Gm15162
ENSMUSG00000034112,Atp2c2
ENSMUSG00000001657,Hoxc8
ENSMUSG00000112613,Gm48175
ENSMUSG00000096400,Gm6098
ENSMUSG00000030304,Ergic2
ENSMUSG00000049751,Rpl36al
ENSMUSG00000038503,Mesd
ENSMUSG00000033808,Tmem87a
ENSMUSG00000089940,Gm4117
ENSMUSG00000028788,Ptp4a2
ENSMUSG00000041134,Cyyr1
ENSMUSG00000009207,Lnpk
ENSMUSG00000040693,Slco4c1
ENSMUSG00000030201,Lrp6
ENSMUSG00000019851,Perp
ENSMUSG00000036676,Tmtc3
ENSMUSG00000007279,Scube2
ENSMUSG00000060639,H4c9
ENSMUSG00000043207,Zmpste24
ENSMUSG00000084941,Gm11944
ENSMUSG00000081768,Gm12755
ENSMUSG00000004317,Clcn5
ENSMUSG00000085453,Gm12018
ENSMUSG00000049536,Tceal1
ENSMUSG00000032036,Kirrel3
ENSMUSG00000019647,Sema6a
ENSMUSG00000053856,Dnajc5g
ENSMUSG00000054263,Lifr
ENSMUSG00000024072,Yipf4
ENSMUSG00000040407,Akap9
ENSMUSG00000078808,Vmn1r58
ENSMUSG00000110519,Or7g23
ENSMUSG00000091594,Gm17067
ENSMUSG00000042043,Tbca
ENSMUSG00000038388,Pals2
ENSMUSG00000094672,Vmn2r25
ENSMUSG00000117238,ENSMUSG00000117238
ENSMUSG00000033633,Clec18a
ENSMUSG00000048216,Gpr85
ENSMUSG00000049013,Prss48
ENSMUSG00000064748,n-R5s28
ENSMUSG00000032356,Rasgrf1
ENSMUSG00000117050,1700023B13Rik
ENSMUSG00000119837,n-R5s71
ENSMUSG00000022747,St3gal6
ENSMUSG00000059762,Or6c8
ENSMUSG00000049217,Or6c3
ENSMUSG00000038070,Cntln
ENSMUSG00000101210,Gm28720
ENSMUSG00000029299,Abcg3
ENSMUSG00000034457,Eda2r
ENSMUSG00000033972,Zfp944
ENSMUSG00000034607,Pof1b
ENSMUSG00000117148,Vmn1r229
ENSMUSG00000070883,Ccdc173
ENSMUSG00000063253,Scoc
ENSMUSG00000031534,Smim19
ENSMUSG00000072423,Psmb11
ENSMUSG00000079584,Tm9sf5
ENSMUSG00000108100,Gm5876
ENSMUSG00000028883,Sema3a
ENSMUSG00000015243,Abca1
ENSMUSG00000115267,Vmn1r76
ENSMUSG00000020059,Sycp3
ENSMUSG00000082765,Gm14411
ENSMUSG00000107633,Gm44078
ENSMUSG00000035305,Ror1
ENSMUSG00000097616,1110019D14Rik
ENSMUSG00000022016,Akap11
ENSMUSG00000032262,Elovl4
ENSMUSG00000075602,Ly6a
ENSMUSG00000046318,Ccbe1
ENSMUSG00000105553,Gm42514
ENSMUSG00000090619,Vmn2r60
ENSMUSG00000078291,Gm3940
ENSMUSG00000036030,Prtg
ENSMUSG00000038280,Ostm1
ENSMUSG00000109687,Hspd1-ps2
ENSMUSG00000028289,Epha7
ENSMUSG00000115027,Vmn1r81
ENSMUSG00000001467,Cyp51
ENSMUSG00000063531,Sema3e
ENSMUSG00000035151,Elmod2
ENSMUSG00000034799,Unc13a
ENSMUSG00000024597,Slc12a2
ENSMUSG00000045731,Pnoc
ENSMUSG00000031294,D630029K05Rik
ENSMUSG00000114744,Gm38409
ENSMUSG00000112832,4930484H19Rik
ENSMUSG00000091962,Vmn2r78
ENSMUSG00000106491,Gm42446
ENSMUSG00000111473,LOC102637012
ENSMUSG00000085500,Gm16976
ENSMUSG00000106145,Mir7073
ENSMUSG00000110520,Gm45776
ENSMUSG00000050097,Ces2b
ENSMUSG00000105526,Gm43490
ENSMUSG00000111564,Stmn1-rs1
ENSMUSG00000084205,Gm8061
ENSMUSG00000107584,Gm18716
ENSMUSG00000100174,Gm28719
ENSMUSG00000089498,Gm26359
ENSMUSG00000055430,Nap1l5
ENSMUSG00000108378,Gm44641
ENSMUSG00002076373,Gm55485
ENSMUSG00000113053,Gm18262
ENSMUSG00000085125,Gm16070
ENSMUSG00000085917,Gm15899
ENSMUSG00000061829,Vmn1r214
ENSMUSG00000100490,Gm28455
ENSMUSG00000049420,Tmem200a
ENSMUSG00000081194,Gm8424
ENSMUSG00000113264,Gm19095
ENSMUSG00000108211,Gm44130
ENSMUSG00000102850,Gm37082
ENSMUSG00000115787,Gm36146
ENSMUSG00000073962,Or51a7
ENSMUSG00000108957,Gm45235
ENSMUSG00000113270,Gm48235
ENSMUSG00000094063,Or51q1c
ENSMUSG00000031722,Hp
ENSMUSG00000109445,4930560O18Rik
ENSMUSG00000070421,Or52n4
ENSMUSG00000073430,Gm10505
ENSMUSG00000109157,Gm44829
ENSMUSG00000119353,Gm23144
ENSMUSG00002074982,Gm55831
ENSMUSG00000113020,Gm48063
ENSMUSG00000096773,Or52e8b
ENSMUSG00000107048,Gm43807
ENSMUSG00000053347,Zfp943
ENSMUSG00000081840,Gm15220
ENSMUSG00000037490,Slc2a12
ENSMUSG00000105864,Gm10484
ENSMUSG00000100376,Gm28060
ENSMUSG00000000682,Cd52
ENSMUSG00000105996,Gm43219
ENSMUSG00000113769,5033406O09Rik
ENSMUSG00000098330,Gtpbp4-ps1
ENSMUSG00000098433,Mir6391
ENSMUSG00000099094,Gm19569
ENSMUSG00000104066,Gm37955
ENSMUSG00000081256,Gm15791
ENSMUSG00000106374,Gm27680
ENSMUSG00000090387,Gm17056
ENSMUSG00000036446,Lum
ENSMUSG00000114713,Gm9633
ENSMUSG00000091553,Serpina3e-ps
ENSMUSG00000098040,Gm20757
ENSMUSG00000046500,Tafa4
ENSMUSG00000103731,Gm17530
ENSMUSG00000113689,Gm29676
ENSMUSG00000091438,Gm17088
ENSMUSG00000110452,Gm36247
ENSMUSG00000111909,Gm18670
ENSMUSG00000038402,Foxf2
ENSMUSG00000008438,Adam21
ENSMUSG00000111852,Gm33180
ENSMUSG00000091059,Vmn2r14
ENSMUSG00000109999,Gm35368
ENSMUSG00000082383,Gm9670
ENSMUSG00000072623,Zfp9
ENSMUSG00000111935,Gm47023
ENSMUSG00000065727,Gm26164
ENSMUSG00000086259,Tmem150cos
ENSMUSG00000110405,Gm45534
ENSMUSG00000046006,Gapt
ENSMUSG00000083917,Gm12093
ENSMUSG00000101220,Gm6717
ENSMUSG00000032243,Itga11
ENSMUSG00000064602,Snora41
ENSMUSG00000087719,Gm26464
ENSMUSG00000097491,Gm2366
ENSMUSG00000076313,Mir665
ENSMUSG00000114370,Gm46411
ENSMUSG00000111286,Gm18745
ENSMUSG00000107675,Gm30332
ENSMUSG00000107936,Gm44155
ENSMUSG00000090315,Vmn2r104
ENSMUSG00000110101,Gm6249
ENSMUSG00000093689,Vmn1r-ps52
ENSMUSG00000113963,Gm6554
ENSMUSG00000037196,Pacrg
ENSMUSG00000104044,Gm37566
ENSMUSG00000113647,Gm47210
ENSMUSG00000033029,1700088E04Rik
ENSMUSG00000061080,Lsamp
ENSMUSG00000093916,Gm379
ENSMUSG00000106530,Gm42430
ENSMUSG00000108120,9930120I10Rik
ENSMUSG00000083375,Gm15057
ENSMUSG00000099375,Gm28187
ENSMUSG00000067158,Col4a4
ENSMUSG00000111017,Gm48314
ENSMUSG00000053128,Rnf26
ENSMUSG00000111229,Gm39323
ENSMUSG00000000686,Abhd15
ENSMUSG00000104837,Gm42520
ENSMUSG00000115867,Gm17753
ENSMUSG00000104661,Gm42768
ENSMUSG00000114538,Gm31517
ENSMUSG00000099428,Gm28155
ENSMUSG00000029193,Cckar
ENSMUSG00000029189,Sel1l3
ENSMUSG00000071714,Csf2rb2
ENSMUSG00000102030,Gm29106
ENSMUSG00000107909,2610017A05Rik
ENSMUSG00000105663,Gm43606
ENSMUSG00000043460,Elfn2
ENSMUSG00000109675,Nxpe1-ps
ENSMUSG00000102139,Gm37109
ENSMUSG00000114882,Gm48581
ENSMUSG00000112332,4930466K18Rik
ENSMUSG00000109094,Gm44587
ENSMUSG00000003227,Edar
ENSMUSG00000020672,Sntg2
ENSMUSG00000104363,Gm38081
ENSMUSG00000102420,Gm37464
ENSMUSG00000027867,Spag17
ENSMUSG00002076842,Gm56484
ENSMUSG00000105792,Gm17887
ENSMUSG00000081127,Gm12677
ENSMUSG00000028451,1700022I11Rik
ENSMUSG00000080937,Gm13510
ENSMUSG00000087395,Gm12705
ENSMUSG00000074852,Hpse2
ENSMUSG00000046610,Oacyl
ENSMUSG00000104801,Gm43834
ENSMUSG00000089888,Gm16547
ENSMUSG00000097591,A330032B11Rik
ENSMUSG00000081220,Gm14542
ENSMUSG00000102753,Gm37056
ENSMUSG00000028553,Angptl3
ENSMUSG00000117667,Gm18293
ENSMUSG00000102212,C230085N15Rik
ENSMUSG00000117381,Gm10350
ENSMUSG00000100150,Gm19585
ENSMUSG00000100010,1700010I02Rik
ENSMUSG00000086484,Nron
ENSMUSG00000117689,Gm50392
ENSMUSG00000118226,Gm50134
ENSMUSG00000103024,Gm37685
ENSMUSG00000094856,Gm21962
ENSMUSG00000026870,Cutal
ENSMUSG00000091285,Gm17430
ENSMUSG00000096703,Or4k40
ENSMUSG00000063446,Plppr1
ENSMUSG00000046219,C230012O17Rik
ENSMUSG00000102987,Gm38324
ENSMUSG00000054640,Slc8a1
ENSMUSG00000105201,Gm43362
ENSMUSG00000111118,Gm6545
ENSMUSG00000024593,Megf10
ENSMUSG00000119323,Rnu6-ps2
ENSMUSG00000117691,Gm50319
ENSMUSG00000090117,Gm16541
ENSMUSG00000054679,Srsf12
ENSMUSG00000081384,Gm12752
ENSMUSG00000085320,Gm11548
ENSMUSG00000118177,Gm19486
ENSMUSG00000071753,Cdr1os
ENSMUSG00000057246,BC051142
ENSMUSG00000085950,Gm13589
ENSMUSG00000085180,AI838599
ENSMUSG00000028015,Ctso
ENSMUSG00000092549,Gm20491
ENSMUSG00000040260,Daam2
ENSMUSG00000064541,Gm22978
ENSMUSG00000067297,Ifit1bl2
ENSMUSG00000034098,Fstl5
ENSMUSG00000024713,Pcsk5
ENSMUSG00000082202,Gm4910
ENSMUSG00000117574,Gm50084
ENSMUSG00000026623,Lpgat1
ENSMUSG00000007989,Fzd3
ENSMUSG00000052906,Ubxn8
ENSMUSG00000038702,Dsel
ENSMUSG00000050043,Tmx2
ENSMUSG00000030760,Acer3
ENSMUSG00000034320,Slc26a2
ENSMUSG00000071656,Lrrn4cl
ENSMUSG00000029648,Flt1
ENSMUSG00000078865,Gm14406
ENSMUSG00000022533,Atp13a3
ENSMUSG00000021792,Prxl2a
ENSMUSG00000096405,4930474N05Rik
ENSMUSG00000115041,Gm48939
ENSMUSG00000107911,Gm7565
ENSMUSG00000095150,Rps19-ps13
ENSMUSG00000110407,Gm45454
ENSMUSG00000117011,E130008D07Rik
ENSMUSG00000083740,Gm11456
ENSMUSG00000116499,Gm7318
ENSMUSG00000008540,Mgst1
ENSMUSG00000021583,Erap1
ENSMUSG00000026587,Astn1
ENSMUSG00000067336,Bmpr2
ENSMUSG00000046516,Cox17
ENSMUSG00000043760,Pkhd1
ENSMUSG00000103822,6030460B20Rik
ENSMUSG00000117653,Gm50009
ENSMUSG00000054142,Vmn1r236
ENSMUSG00000074627,Mroh8
ENSMUSG00000081574,Gm14429
ENSMUSG00000067081,Asb18
ENSMUSG00000102698,Gm37777
ENSMUSG00000037613,Tnfrsf23
ENSMUSG00000072683,Gm7457
ENSMUSG00000117448,Gm50055
ENSMUSG00000115032,Gm49301
ENSMUSG00000051295,9630028B13Rik
ENSMUSG00000059571,Gm16218
ENSMUSG00000046031,Calhm6
ENSMUSG00000107230,Gm19265
ENSMUSG00000110165,Btf3-ps18
ENSMUSG00000042498,Radx
ENSMUSG00000089883,Gm3355
ENSMUSG00000071491,Vmn1r209
ENSMUSG00002074913,Gm55956
ENSMUSG00000051455,Meioc
ENSMUSG00000029270,Dipk1a
ENSMUSG00000059498,Fcgr3
ENSMUSG00000034487,Poglut3
ENSMUSG00000034109,Golim4
ENSMUSG00000081400,Gm13680
ENSMUSG00000004880,Lbr
ENSMUSG00000060681,Slc9a6
ENSMUSG00000032375,Aph1b
ENSMUSG00000033114,Slc35d2
ENSMUSG00000031004,Mki67
ENSMUSG00000030376,Slc8a2
ENSMUSG00000028207,Asph
ENSMUSG00000027775,Mfsd1
ENSMUSG00000110661,Gm31805
ENSMUSG00000109244,Gm44751
ENSMUSG00000014813,Stc1
ENSMUSG00000038486,Sv2a
ENSMUSG00000112615,Gm18337
ENSMUSG00000082315,Gm16523
ENSMUSG00000046352,Gjb2
ENSMUSG00000103272,Gm37914
ENSMUSG00000037157,Il22ra1
ENSMUSG00000029231,Pdgfra
ENSMUSG00000111240,Gm39312
ENSMUSG00000018800,Abca5
ENSMUSG00000030342,Cd9
ENSMUSG00000026434,Nucks1
ENSMUSG00000025809,Itgb1
ENSMUSG00000028649,Macf1
ENSMUSG00000082352,Gm13228
ENSMUSG00000002190,Clgn
ENSMUSG00000046173,Pabpc6
ENSMUSG00000000753,Serpinf1
ENSMUSG00000003226,Ranbp2
ENSMUSG00000025326,Ube3a
ENSMUSG00000087088,Gm16638
ENSMUSG00000112946,Gm9280
ENSMUSG00000028109,Hormad1
ENSMUSG00000112226,Gm48786
ENSMUSG00000025016,Tm9sf3
ENSMUSG00000016534,Lamp2
ENSMUSG00000021690,Jmy
ENSMUSG00000028402,Mpdz
ENSMUSG00000027366,Sppl2a
ENSMUSG00000079685,Ulbp1
ENSMUSG00000025971,Maip1
ENSMUSG00000051257,Trap1a
ENSMUSG00000026342,Slc35f5
ENSMUSG00000022885,St6gal1
ENSMUSG00000020964,Sel1l
ENSMUSG00000021614,Vcan
ENSMUSG00000103194,Gm37643
ENSMUSG00000093577,Gm20632
ENSMUSG00000112881,Gm49344
ENSMUSG00000032028,Nxpe2
ENSMUSG00000115849,Gm49149
ENSMUSG00000081428,Tpt1-ps2
ENSMUSG00000049797,Or51a10
ENSMUSG00000102990,Gm37764
ENSMUSG00000113701,B230303A05Rik
ENSMUSG00002074958,Gm55136
ENSMUSG00000117563,Gm7575
ENSMUSG00000115376,Gm35766
ENSMUSG00000103980,Gm37450
ENSMUSG00000043340,6530409C15Rik
ENSMUSG00000072647,Adam1a
ENSMUSG00000110835,Gm48563
ENSMUSG00000019789,Hey2
ENSMUSG00000026347,Tmem163
ENSMUSG00000019867,Gje1
ENSMUSG00000000386,Mx1
ENSMUSG00000104109,Gm30292
ENSMUSG00000089069,Gm22840
ENSMUSG00000079560,Hoxa3
ENSMUSG00000113675,Gm18259
ENSMUSG00000086118,Gm14169
ENSMUSG00000112620,Gm18972
ENSMUSG00000071984,Fndc1
ENSMUSG00000110389,Gm45579
ENSMUSG00000119563,Gm24136
ENSMUSG00000106063,C030032O16Rik
ENSMUSG00000104798,Gm20121
ENSMUSG00000080742,Gm14035
ENSMUSG00000080796,Gm9159
ENSMUSG00000090448,Gm17192
ENSMUSG00000029273,Sult1d1
ENSMUSG00000087040,Gm14033
ENSMUSG00000085094,Gm15692
ENSMUSG00000106316,Gm43467
ENSMUSG00000107919,Gm7946
ENSMUSG00000084292,Gm13535
ENSMUSG00000112381,Gm8170
ENSMUSG00000029380,Cxcl1
ENSMUSG00000047259,Mc4r
ENSMUSG00000086995,Gm13544
ENSMUSG00000041479,Syt15
ENSMUSG00000027270,Lamp5
ENSMUSG00000041696,Rasl12
ENSMUSG00000061584,Lyg2
ENSMUSG00000112126,Gm34544
ENSMUSG00000108420,Gm45141
ENSMUSG00000104826,Gm42947
ENSMUSG00000089308,Gm24837
ENSMUSG00000076612,Ighg2c
ENSMUSG00000109706,Fth-ps3
ENSMUSG00000017950,Hnf4a
ENSMUSG00000109731,Gm45425
ENSMUSG00000108604,Gm44850
ENSMUSG00000104213,Ighd
ENSMUSG00000106451,Gm42934
ENSMUSG00002074864,Gm55246
ENSMUSG00000086211,Gm12462
ENSMUSG00000112834,Gm48464
ENSMUSG00000050138,Kcnk12
ENSMUSG00000082492,Gm14871
ENSMUSG00000114778,Gm9634
ENSMUSG00000113186,A330076C08Rik
ENSMUSG00002075141,Gm56471
ENSMUSG00000104621,Gm43185
ENSMUSG00002076052,Gm55164
ENSMUSG00000038304,Cd160
ENSMUSG00000019892,Lrriq1
ENSMUSG00000065586,Mir96
ENSMUSG00000107312,Gm43229
ENSMUSG00000049744,Arhgap15
ENSMUSG00000114927,Gm47114
ENSMUSG00000085427,6430710C18Rik
ENSMUSG00000108070,Gm43872
ENSMUSG00000030945,Acsm2
ENSMUSG00000119912,Gm22069
ENSMUSG00000110957,Gm7439
ENSMUSG00000117117,Gm49901
ENSMUSG00000097558,Gm26902
ENSMUSG00000117877,Gm8184
ENSMUSG00000069085,Dytn
ENSMUSG00000105135,Gm43667
ENSMUSG00000111740,Gm49783
ENSMUSG00000044988,Ucn3
ENSMUSG00000081440,Gm12464
ENSMUSG00000035057,Mgat4d
ENSMUSG00000083842,Gm12485
ENSMUSG00000103096,Gm8022
ENSMUSG00000021852,Slc35f4
ENSMUSG00000103951,Gm37269
ENSMUSG00000119106,Gm23330
ENSMUSG00000083255,Gm12738
ENSMUSG00000111824,Gm47102
ENSMUSG00000105217,Gm42873
ENSMUSG00000087278,A930006I01Rik
ENSMUSG00000001986,Gria3
ENSMUSG00000065462,Mir200c
ENSMUSG00000101958,Gm19085
ENSMUSG00000022039,Adam2
ENSMUSG00000085527,Gm15535
ENSMUSG00000115345,Gm33497
ENSMUSG00000107042,4921513H07Rik
ENSMUSG00000102983,Gm38320
ENSMUSG00000046615,Actrt1
ENSMUSG00000086822,5330413P13Rik
ENSMUSG00000031285,Dcx
ENSMUSG00000085972,1110028F11Rik
ENSMUSG00000032537,Ephb1
ENSMUSG00000056145,AI504432
ENSMUSG00000103443,Gm37132
ENSMUSG00000108278,Gm44194
ENSMUSG00000065400,Mir200a
ENSMUSG00000073491,Ifi213
ENSMUSG00000098000,Gm27026
ENSMUSG00000105832,Gm43841
ENSMUSG00002075987,Gm55636
ENSMUSG00000110050,Gm45259
ENSMUSG00000087248,Gm16120
ENSMUSG00000072753,9230020A06Rik
ENSMUSG00000027375,Mal
ENSMUSG00000109648,Svet1
ENSMUSG00000080789,Gm14007
ENSMUSG00000092295,Gm20543
ENSMUSG00000059112,Or4c52
ENSMUSG00000072708,Or1e22
ENSMUSG00000102363,Gm32999
ENSMUSG00000111467,Gm47775
ENSMUSG00000049028,Or7e177
ENSMUSG00000078838,Gm17382
ENSMUSG00000047953,Gp5
ENSMUSG00000085440,Sorbs2os
ENSMUSG00000119649,Gm24091
ENSMUSG00000024727,Trpm6
ENSMUSG00000055489,Ano5
ENSMUSG00000001334,Fndc5
ENSMUSG00000117489,Gm50016
ENSMUSG00000064427,Gm22748
ENSMUSG00000087072,Recql5os1
ENSMUSG00000083314,Gm11742
ENSMUSG00000083343,Gm14666
ENSMUSG00000045813,Gm9801
ENSMUSG00000005089,Slc1a2
ENSMUSG00000074502,Ubtfl1
ENSMUSG00000113366,Gm47259
ENSMUSG00000031179,Magea9
ENSMUSG00000112694,Gm33037
ENSMUSG00000102907,Gm38264
ENSMUSG00000026514,Cnih3
ENSMUSG00000108102,Gm44437
ENSMUSG00000092465,Gm20472
ENSMUSG00000044860,Gm1123
ENSMUSG00000027419,Pcsk2
ENSMUSG00000064795,Gm22423
ENSMUSG00000106839,Gm43497
ENSMUSG00000109273,Gm45101
ENSMUSG00000104211,Gm37985
ENSMUSG00000022025,Cnmd
ENSMUSG00000065047,Gm24045
ENSMUSG00000108660,Gm21284
ENSMUSG00000099008,Gm17976
ENSMUSG00000114514,Gm47010
ENSMUSG00000108398,Gm30191
ENSMUSG00000117360,Gm18581
ENSMUSG00000109249,Gm44610
ENSMUSG00000042282,Gucy2f
ENSMUSG00000106332,Gm43506
ENSMUSG00000108919,Or4k45
ENSMUSG00000032596,Uba7
ENSMUSG00000084071,Gm13378
ENSMUSG00000104470,Gm38207
ENSMUSG00000032014,Oaf
ENSMUSG00000028197,Col24a1
ENSMUSG00000041439,Mfsd6
ENSMUSG00000115572,Gm18369
ENSMUSG00000098143,Gm26937
ENSMUSG00000083827,Gm15712
ENSMUSG00000029134,Plb1
ENSMUSG00000056290,Ms4a4b
ENSMUSG00000031210,Gpr165
ENSMUSG00000085165,Gm12089
ENSMUSG00000041991,Hrnr
ENSMUSG00000094892,Vmn2r101
ENSMUSG00000029727,Cyp3a13
ENSMUSG00000109562,Gm45178
ENSMUSG00000109515,Gm31343
ENSMUSG00000031845,Bco1
ENSMUSG00000100671,Gm28322
ENSMUSG00000110755,BC049987
ENSMUSG00000119757,Gm24448
ENSMUSG00000009216,Fam163b
ENSMUSG00000074292,Gm10660
ENSMUSG00000105264,Gm42716
ENSMUSG00000031326,Cdx4
ENSMUSG00000053007,Creb5
ENSMUSG00000086573,Gm15384
ENSMUSG00000086186,Ccdc34os
ENSMUSG00000082396,Zfp389
ENSMUSG00000115228,Gm48948
ENSMUSG00000096973,Gm5974
ENSMUSG00000107307,Gm42935
ENSMUSG00000083752,Gm12014
ENSMUSG00000112060,Gm48279
ENSMUSG00000046958,4930432E11Rik
ENSMUSG00000048482,Bdnf
ENSMUSG00000046932,Vmn1r193
ENSMUSG00000062042,Or14a256
ENSMUSG00000075091,Or4c125
ENSMUSG00000083179,Gm12693
ENSMUSG00000102329,Gm10851
ENSMUSG00000110163,Gm45389
ENSMUSG00000114325,Rpl13-ps2
ENSMUSG00000003053,Cyp2c29
ENSMUSG00000104459,Gm37824
ENSMUSG00000098196,Gm26964
ENSMUSG00000086176,Gm15534
ENSMUSG00000070460,Or5ae2
ENSMUSG00000112302,Gm48226
ENSMUSG00000102713,Gm29994
ENSMUSG00000020548,1700086D15Rik
ENSMUSG00000060918,Or1ad8
ENSMUSG00002075260,Gm54658
ENSMUSG00000114946,Gm47756
ENSMUSG00000060114,Or8b46
ENSMUSG00000094379,Vmn1r202
ENSMUSG00000108222,Gm2691
ENSMUSG00000053519,Kcnip1
ENSMUSG00000118313,Gm50121
ENSMUSG00000101968,1700027A15Rik
ENSMUSG00000093547,Gm20674
ENSMUSG00000091656,Vmn2r106
ENSMUSG00000114730,Gm47014
ENSMUSG00000063087,Gm10125
ENSMUSG00000106341,Gm43330
ENSMUSG00000085290,Gm16129
ENSMUSG00000102846,Gm10292
ENSMUSG00000021427,Ssr1
ENSMUSG00000082755,Gm8692
ENSMUSG00000044708,Kcnj10
ENSMUSG00000102591,Gm38383
ENSMUSG00000028347,Tmeff1
ENSMUSG00000061755,Bod1l
ENSMUSG00000005534,Insr
ENSMUSG00000021065,Fut8
ENSMUSG00000096433,Zfp994
ENSMUSG00000026142,Rhbdd1
ENSMUSG00000050549,Fam241a
ENSMUSG00000071862,Lrrtm2
ENSMUSG00000025986,Slc39a10
ENSMUSG00000075701,Selenos
ENSMUSG00000117183,Gm20008
ENSMUSG00000004668,Abca13
ENSMUSG00000035133,Arhgap5
ENSMUSG00000103672,Gm37621
ENSMUSG00000021036,Sptlc2
ENSMUSG00000026994,Galnt3
ENSMUSG00000014932,Yes1
ENSMUSG00000091924,Vmn1r185
ENSMUSG00000097267,1700109K24Rik
ENSMUSG00000109461,Gm44848
ENSMUSG00000005338,Cadm3
ENSMUSG00000027670,Ocstamp
ENSMUSG00000034825,Nrip3
ENSMUSG00000094030,Gm21833
ENSMUSG00000056429,Tgoln1
ENSMUSG00000029669,Tspan12
ENSMUSG00000111631,Gm32017
ENSMUSG00000112576,Gm47621
ENSMUSG00000075376,Rc3h2
ENSMUSG00000031596,Slc7a2
ENSMUSG00000103646,Gm37706
ENSMUSG00000091382,Vmn1r18
ENSMUSG00000057396,Zfp759
ENSMUSG00000033386,Frrs1
ENSMUSG00000114728,Gm6128
ENSMUSG00000034059,Ypel4
ENSMUSG00000115199,Vmn1r15
ENSMUSG00000045730,Adrb2
ENSMUSG00000104239,Gm37588
ENSMUSG00000033475,Tomm6
ENSMUSG00000103098,Gm37559
ENSMUSG00000050272,Dscam
